A1,90,0,1,0,0
A2,90,0,1,0,1
101,19,0,1,1,1
102,24,1,0,0,1
103,29,0,1,1,1
104,67,1,1,0,1
105,38,1,1,0,1
106,48,1,1,0,1
107,20,0,0,1,1
108,11,1,0,0,1
109,66,1,1,0,1
110,26,1,0,0,1
111,26,1,1,0,1
201,28,0,0,0,2
202,42,0,0,0,2
203,28,1,0,0,2
204,27,1,1,0,2
205,27,0,0,0,2
206,26,1,0,0,2
207,24,0,1,0,2
208,48,1,1,0,2
209,36,0,1,0,2
210,30,1,1,0,2
211,42,0,0,0,2
212,42,0,0,0,2
213,27,0,0,0,2
214,25,1,1,0,2
301,42,0,0,0,3
302,42,0,0,0,3
306,42,0,0,0,3
309,42,0,0,0,3
310,42,0,0,0,3
